Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Adj Close,GLD_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,GLD_Close_7d_ago
2020-12-31,178.07000732421875,178.39999389648438,177.32000732421875,178.36000061035156,178.36000061035156,7540800.0,6982309.033880584,7540800.0,,,,,453344.50966654986,,,1000.0,,,,,,0.0,0.0,,179.10665384928384,176.9466807047526,,0.6543229063645056,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,177.86000061035156,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,6.03672382838627,,0.0,,,,,,,,
2021-01-01,178.07000732421875,178.39999389648438,177.32000732421875,178.36000061035156,178.36000061035156,7540800.0,13964618.067761168,15081600.0,,,0.0,,455217.27045095235,,,1000.0,,,,,,0.0,0.0,,179.10665384928384,176.9466807047526,,0.6543229063645056,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,177.86000061035156,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-02,178.07000732421875,178.39999389648438,177.32000732421875,178.36000061035156,178.36000061035156,7540800.0,20946927.10164175,22622400.0,,,0.0,,0.0,,,1000.0,,,,,,0.0,0.0,,179.10665384928384,176.9466807047526,,0.6543229063645056,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,177.86000061035156,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,,178.39999389648438,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-03,178.07000732421875,178.39999389648438,177.32000732421875,178.36000061035156,178.36000061035156,7540800.0,27929236.135522336,30163200.0,,,0.0,,0.0,,,1000.0,,,,,,0.0,0.0,,179.10665384928384,176.9466807047526,,0.6543229063645056,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,177.86000061035156,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,177.32000732421875,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-04,181.97000122070312,182.39999389648438,180.9600067138672,182.3300018310547,182.3300018310547,14331400.0,40867451.11470026,44494600.0,,,38.38250692987735,,318993.4699466618,,,1000.0,,,,,,0.0,0.0,,179.95265401204426,177.6486806233724,,2.0318469087791233,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,179.86000061035156,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,177.32000732421875,,0.0,0.0,,,,,,,,,,,,,,,,,,,2.2258360658879317,2.2014258912347984,2.2258360658879317,,,,,,,,
2021-01-05,182.8699951171875,183.2100067138672,181.82000732421875,182.8699951171875,182.8699951171875,12718800.0,47363889.39561579,57213400.0,,,9.12553717825375,,356661.7995616086,,,1002.9616260665273,,,,,,0.0,0.0,,180.6311009724935,178.24779001871744,,1.9394049656620556,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,180.26500701904297,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,177.32000732421875,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.29616260665272787,0.29572490918932104,2.5285907666531937,,,,,,,,
2021-01-06,181.49000549316406,181.5800018310547,178.24000549316406,179.89999389648438,179.89999389648438,18453500.0,47253281.36418448,38759900.0,,,-47.14933032948215,,-262035.93565352182,,,1002.9616260665273,,,,,,0.0,0.0,,181.00475274948846,178.00763012114024,,0.6313935097100309,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,180.26500701904297,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,177.67340728759766,,0.0,0.0,,,,,,,,,,,,,,,,,,,-1.624105266038789,-1.6374384156319088,0.8634185248166171,,,,,,,,
2021-01-07,179.69000244140625,179.9199981689453,178.83999633789062,179.47999572753906,179.47999572753906,7110200.0,48569962.744254835,31649700.0,,,-8.05051745179373,,-316303.8821787019,,,1000.6200915431147,,,,,,0.0,0.0,,180.94082514444986,178.0483423868815,,0.49495656868188836,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,180.26500701904297,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,178.00560325317383,,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.233462025122122,-0.2337349726099447,0.627940745321176,,,,,,,6982309.033880584,178.36000061035156
2021-01-08,176.8300018310547,176.99000549316406,171.47999572753906,173.33999633789062,173.33999633789062,24399900.0,40643292.674136534,7249800.0,,,-116.18482759111203,,-851318.6645689555,,,1000.6200915431147,,,,,,0.0,0.0,,180.7748085304543,176.97926613136576,,-0.9588273323857683,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,177.34500122070312,,,177.34500122070312,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,,183.2100067138672,0.0,1.0,,,,,,,,,,,,,,,,,,,-3.4209937239854327,-3.480879472366194,-2.814534792152046,,,,,,,13964618.067761168,178.36000061035156
2021-01-09,176.8300018310547,176.99000549316406,171.47999572753906,173.33999633789062,173.33999633789062,24399900.0,32716622.60401823,31649700.0,,,0.0,,-834719.0476587221,,,1000.6200915431147,,,,,,0.0,0.0,178.38300018310548,180.64199523925782,176.12400512695314,2.5327470149437383,-0.6162051531454882,0.0,1.0,,,,,,2.8969940185546874,,,,,,,,,,,,,,,,,,177.34500122070312,,,177.34500122070312,,0.0,0.0,0.0,,168.01670208653658,168.78147971793396,,,,,182.97540649414063,0.0,0.0,,,,,,,,,,,,,,,,,,173.33999633789062,0.0,0.0,-2.814534792152046,,,,,,,20946927.10164175,178.36000061035156
