Date,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Adj Close,MSFT_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,MSFT_Close_7d_ago
2020-12-31,221.6999969482422,223.0,219.67999267578125,222.4199981689453,217.97752380371094,20942100.0,13624973.765051935,20942100.0,,,,,-3842129.1093621776,,,1000.0,,,,,,0.0,0.0,,225.02000427246094,218.37998962402344,,0.6084336795661366,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,221.33999633789062,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-18.30696869382583,,0.0,,,,,,,,
2021-01-01,221.6999969482422,223.0,219.67999267578125,222.4199981689453,217.97752380371094,20942100.0,27249947.53010387,41884200.0,,,0.0,,-3833863.6908296994,,,1000.0,,,,,,0.0,0.0,,225.02000427246094,218.37998962402344,,0.6084336795661366,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,221.33999633789062,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-02,221.6999969482422,223.0,219.67999267578125,222.4199981689453,217.97752380371094,20942100.0,40874921.29515581,62826300.0,,,0.0,,0.0,,,1000.0,,,,,,0.0,0.0,,225.02000427246094,218.37998962402344,,0.6084336795661366,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,221.33999633789062,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,223.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-03,221.6999969482422,223.0,219.67999267578125,222.4199981689453,217.97752380371094,20942100.0,54499895.06020774,83768400.0,,,0.0,,0.0,,,1000.0,,,,,,0.0,0.0,,225.02000427246094,218.37998962402344,,0.6084336795661366,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,221.33999633789062,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,219.67999267578125,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,213.34201049804688,37130100.0,43483308.47228807,46638300.0,,,-53.71015954630091,,-789610.7176014682,,,1000.0,,,,,,0.0,0.0,,225.35400390625,216.7659912109375,,0.10759313746393188,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,218.90499877929688,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,223.0,0.0,1.0,,,,,,,,,,,,,,,,,,,-2.12660541609494,-2.1495434530372393,-2.12660541609494,,,,,,,,
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,213.5478057861328,23823000.0,56830798.66772993,70461300.0,,,-21.247987169479188,,-766630.2114770646,,,1000.9646352736601,,,,,,0.0,0.0,,224.493893093533,216.397213406033,,0.18560453771827512,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,218.90499877929688,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,223.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0964635273660086,0.09641703120424339,-2.032193287326456,,,,,,,,
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,208.0106658935547,35930700.0,25796108.25359661,34530600.0,,,-36.660136208815224,,-908677.3249118482,,,1000.9646352736601,,,,,,0.0,0.0,,223.5819091796875,215.3418971470424,,-0.3752296883539724,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,223.0,0.0,0.0,,,,,,,,,,,,,,,,,,,-2.5929298094282904,-2.6271388748489777,-4.572429751222462,,,,,,,,
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,213.93002319335938,27694500.0,43160461.50063497,62225100.0,,,46.959729500089495,,-143556.0922244488,,,1029.449062490194,,,,,,0.0,0.0,,223.47708574930826,214.85957781473795,,0.39807511608237517,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,222.55760009765626,0.0,0.0,,,,,,,,,,,,,,,,,,,2.8456976613111085,2.8059598038172595,-1.856849616406997,,,,,,,13624973.765051935,217.97752380371094
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,215.23345947265625,22956200.0,53700837.73734801,85181300.0,,,35.25846013063135,,927969.7537145144,,,1035.7213112427733,,,,,,0.0,0.0,,223.38259492097077,214.9336983009621,,0.5546637658137881,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,217.47000122070312,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,222.13289619140627,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6092820889463946,0.6074334706932305,-1.2588809795920364,,,,,,,27249947.53010387,217.97752380371094
2021-01-09,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,215.23345947265625,22956200.0,64241213.97406106,108137500.0,,,0.0,,139868.0149027115,,,1035.7213112427733,,,,,,0.0,0.0,219.1499984741211,223.30700225830077,214.9929946899414,3.7937520539572986,0.556530697043755,0.0,0.0,,,,,,4.444003295898438,,,,,,,,,,,,,,,,,,217.47000122070312,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,221.72518044140628,0.0,0.0,,,,,,,,,,,,,,,,,,219.6199951171875,0.0,0.0,-1.2588809795920364,,,,,,,40874921.29515581,217.97752380371094
2021-01-10,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,215.23345947265625,22956200.0,74781590.2107741,131093700.0,,,0.0,,0.0,,,1035.7213112427733,,,,,,0.0,0.0,218.8876653035482,223.0676686604818,214.7076619466146,3.8193137572524862,0.5875991896543045,0.0,0.0,,,,,,4.354603271484375,,,,,,,,,,,,,,,,,,217.47000122070312,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,221.33377332140628,0.0,0.0,,,,,,,,,,,,,,,,,,219.6199951171875,0.0,0.0,-1.2588809795920364,,,,,,,54499895.06020774,217.97752380371094
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,217.49000549316406,213.14601135253906,23031300.0,67808959.20684741,108062400.0,,,-9.323438738251888,,-223369.5980258759,,,1035.7213112427733,,,,,,0.0,0.0,218.48866577148436,222.55466918945314,214.42266235351562,3.721935326587019,0.37719387127086906,0.0,0.0,,,,,,4.208142883300782,,,,,219.34666442871094,,219.24205646293964,,,,,,,,,,,217.47000122070312,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,220.9580224862063,0.0,0.0,,,,,,,,,,,,,,,,,,219.52401062578122,-0.9698523228210076,-0.9745860219204872,-2.2165240159909283,-786666.5813179464,,,,,,43483308.47228807,213.34201049804688
2021-01-12,216.5,217.10000610351562,213.32000732421875,214.92999267578125,210.63714599609375,23249300.0,64364444.66820391,84813100.0,,,-42.4346981715191,,-497030.47664978565,,,1035.7213112427733,,,,,,0.0,0.0,217.83033294677733,221.9423355102539,213.71833038330078,3.775417783051596,0.1473323853494935,0.0,0.0,,,,,,4.2043284118652355,,,,,218.7224973042806,,218.57866203414602,,,,,,,,,,,217.47000122070312,,,217.47000122070312,,0.0,0.0,0.0,,272.9798797336876,270.13860980517245,,,,,220.59730168441428,0.0,0.0,,,,,,,,,,,-3.3675054198475536,,,,,,,219.2047029271268,-1.177071475803182,-1.184053807540142,-3.3675054198475496,-507908.36192524707,,,,,,56830798.66772993,213.5478057861328
