Date,GOOG_Open,GOOG_High,GOOG_Low,GOOG_Close,GOOG_Adj Close,GOOG_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,GOOG_Close_7d_ago
2021-01-10,89.39900207519531,90.49199676513672,88.67675018310547,90.3604965209961,90.3604965209961,41012000.0,209745448.80819148,182114000.0,,,0.0,,0.0,,,1049.086407222257,,,,,,0.0,0.0,88.01463368733724,89.82588246663411,86.20338490804036,4.115790075843857,1.147581618956154,1.0,0.0,,,,,,1.7619910430908206,,,,,,,,,,,,,,,,,,87.72099685668945,,,87.72099685668945,,0.0,0.0,0.0,,121.0666950171721,119.62512984602418,,,,85.38448973388671,,0.0,0.0,,,,,,,,,,,,,,,,,,90.3604965209961,0.0,0.0,3.158315289944258,,,,,,,32401290.85185786,87.59400177001953
2021-01-11,89.30349731445312,89.71575164794922,88.0260009765625,88.33599853515625,88.33599853515625,24194000.0,194428593.89192402,157920000.0,,,-4.983187188122254,,-542058.8216669223,,,1025.5819622472352,,,,,,0.0,0.0,88.14017512003582,90.00284907023112,86.2775011698405,4.226617311932001,0.5525651349501891,0.0,0.0,,,,,,1.8192414932250975,,,,,88.28154182434082,,88.62757032770783,,,,,,,,,,,87.72099685668945,,,87.72099685668945,,0.0,0.0,0.0,,121.0666950171721,119.62512984602418,,,,85.58879001513671,,0.0,0.0,,,,,,,,,,,,,,,,,,90.33016294546803,-2.2404679741544253,-2.2659477545929008,0.8470862731958073,-744373.2118300577,,,,,,23741910.41663548,86.41200256347656
2021-01-12,87.69599914550781,88.9020004272461,86.2655029296875,87.32749938964844,87.32749938964844,27140000.0,189152892.22714314,130780000.0,,,-12.503687826200753,,-851906.0783115502,,,1025.5819622472352,,,,,,0.0,0.0,88.1462916056315,90.15506540934244,86.13751780192057,4.557818070664247,0.2961960140881819,0.0,0.0,,,,,,1.900967093658447,,,,,88.25933329264323,,88.42755941416023,,,,,,,,,,,87.72099685668945,,,87.72099685668945,,0.0,0.0,0.0,,121.0666950171721,119.62512984602418,,,,85.78491828513671,,0.0,0.0,,,,,,,,,,,-0.3042472943190826,,,,,,,90.30952466650484,-1.1416626995012114,-1.1482296979231421,-0.30424729431908215,-357059.70915316354,,,,,,36220245.240430035,87.0459976196289
2021-01-13,86.92900085449219,88.25174713134766,86.90049743652344,87.72000122070312,87.72000122070312,21882000.0,193812813.93725714,152662000.0,,396332.2214310274,-0.04711277320192453,,-211496.50656971213,88.08094967296944,48.51697688352851,1030.1915388513078,,,,,,0.0,0.0,88.16498285929362,90.19133173624674,86.1386339823405,4.596720401311849,0.39020112882546204,0.0,0.0,,,,,,1.8459953537750242,1.4125543378412762,,,,88.26983324686687,,88.31870430747452,,,,,,,,,,,87.72099685668945,,,87.72099685668945,,0.0,0.0,0.0,,121.0666950171721,119.62512984602418,,,,85.97320142433671,,0.0,0.0,47.26145227153617,,,,,,49.9820347163619,,-50.0179652836381,,0.14384483884456928,,,,,,,90.29578695150688,0.4494596018413066,0.44845254857710515,0.14384483884457566,83031.07171871363,,,,,,61264263.55717076,86.7645034790039
2021-01-14,87.68099975585938,88.75050354003906,86.66999816894531,87.00900268554688,87.00900268554688,23590000.0,177910481.22977334,129072000.0,,-2056351.7308213962,1.1829385818576423,-0.42610612726150376,-92853.70969403151,88.07814659595832,44.6624873421721,1030.1915388513078,,,,,,0.0,0.0,88.25139948527018,90.22179896036785,86.28100001017253,4.4654237475894805,0.18473479225278922,0.0,0.0,,,,,,1.8694463555068968,1.7256718480137554,,,,88.22108332316081,,88.11721175025488,,0.9686599048621155,0.9422347222019083,0.026425182660207214,,,,-251.59299061778606,-251.59299061778606,0.0,87.72099685668945,,,87.72099685668945,,0.0,0.0,0.0,,121.0666950171721,119.62512984602418,,,,86.15395323796871,,0.0,0.0,42.31735432604958,,,,,,37.15275722362717,,-62.84724277637283,,-0.6678529039106895,,,,,,,90.25879761843295,-0.8105318345440704,-0.8138345020388904,-0.6678529039106929,75293.26257754436,,,,,,104535417.13474403,89.36250305175781
2021-01-15,86.90950012207031,87.80000305175781,86.07749938964844,86.80950164794922,86.80950164794922,26844000.0,173881955.07063934,102228000.0,,-2527645.1768856947,-4.9504952485386005,-0.7797129307285466,-252754.4797436168,88.03600843842942,40.9821013217953,1030.1915388513078,,,,,,0.0,0.0,88.26329142252605,90.25766626993816,86.26891657511393,4.519149048872015,0.1355274495004649,0.0,0.0,,,,,,1.8547520861671445,2.0201592035096514,,,,88.15570831298828,,87.9160255806694,,0.9474683558531977,0.9784074572392344,-0.030939101386036727,,,,-243.7535704067911,-247.67328051228858,3.9197101054974723,88.28474807739258,,,87.72099685668945,,0.0,12.617617923650393,18.89989516614573,,121.0666950171721,119.62512984602418,,,,,90.49199676513672,0.0,1.0,41.020642135302545,,,,,,33.55295491057969,40.22924895018959,-66.4470450894203,,-0.8956094095689785,,,,,,,90.23568694355612,-0.22928781096210882,-0.22955107796649443,-0.895609409568976,54230.38926557628,,,,,,139605427.69255984,90.3604965209961
2021-01-16,86.90950012207031,87.80000305175781,86.07749938964844,86.80950164794922,86.80950164794922,26844000.0,169853428.91150534,129072000.0,,-2166553.008759167,0.0,-0.7797129307285466,-61550.01997466953,87.99510183584147,40.9821013217953,1030.1915388513078,,,,,,0.0,0.0,88.31570816040039,90.23733291625976,86.39408340454102,4.351716803016025,0.10809036523429319,0.0,0.0,,,,,,1.8415272437613677,2.276871337608317,,,,88.18883323669434,,87.74579112948169,,0.9485058257741095,0.9788338976066383,-0.030328071832528836,,,,-235.74130803981737,-243.6959563547982,7.95464831498083,88.28474807739258,,,87.72099685668945,,0.0,11.789990309523258,17.660194040445077,,121.0666950171721,119.62512984602418,,,,,90.40370681762695,0.0,0.0,41.020642135302545,,,,,,33.55295491057969,34.75288901492885,-66.4470450894203,,0.4600044816467032,,,,,,,90.21987587288523,0.0,0.0,-0.895609409568976,91875.15989321798,,,,,,174675438.25037566,90.3604965209961
2021-01-17,86.90950012207031,87.80000305175781,86.07749938964844,86.80950164794922,86.80950164794922,26844000.0,165824902.75237134,155916000.0,,-1857045.4360792863,0.0,-0.7797129307285466,0.0,87.95537357458127,40.9821013217953,1030.1915388513078,,,,,,0.0,0.0,88.15077489217123,89.98790028889974,86.31364949544272,4.168143499534153,0.13495326813006273,0.0,0.0,,,,,,1.8296248855961685,2.5074375303324756,,,,88.16912523905437,,87.60174659386131,,0.9495031104556149,0.9792438202823857,-0.029740709826770795,,,,-229.31652034792796,-240.10109735308063,10.78457700515267,88.28474807739258,,,87.72099685668945,,0.0,11.012109922588762,16.49500914945977,,121.0666950171721,119.62512984602418,,,,,90.31718266906738,0.0,0.0,41.020642135302545,,,,,,33.55295491057969,33.55295491057969,-66.4470450894203,,-0.27169080503060095,,,,,,,89.7955801209335,0.0,0.0,-0.895609409568976,120644.20531355836,,,,,,209745448.80819148,90.3604965209961
2021-01-18,86.90950012207031,87.80000305175781,86.07749938964844,86.80950164794922,86.80950164794922,26844000.0,161796376.59323734,182760000.0,,-1591753.2309251027,0.0,-0.45933705909799266,0.0,88.00596905637128,46.38012023829821,1030.1915388513078,,,,,,0.0,0.0,87.85603357950846,89.68388468424479,86.02818247477214,4.1610144010932295,0.21372615393905123,0.0,0.0,,,,,,1.8189127632474893,2.6944904344733422,,,,88.17287508646648,,87.47986275602868,,0.9982528201125029,0.9816939771710762,0.016558842941426732,,,,-223.49709720316878,-236.78029732309824,13.283200119929461,88.28474807739258,,,87.72099685668945,,0.0,10.281570723720005,15.400736493802667,,121.0666950171721,119.62512984602418,,,,,90.232389003479,0.0,0.0,41.02064213530253,,,,,,33.55295491057969,33.55295491057969,-66.4470450894203,,0.05186241739538287,,,,,,,88.86698437881273,0.0,0.0,-0.895609409568976,120664.0022327752,,,,,,194428593.89192402,88.33599853515625
2021-01-19,87.61250305175781,90.46375274658203,87.072998046875,89.54299926757812,89.54299926757812,34692000.0,177647273.3448287,217452000.0,0.2955133733204281,12182854.290659342,17.882528460612527,0.8505268506660472,1092397.6940306083,88.14437601739702,48.64045689745813,1030.1915388513078,87.91080055236816,90.5071973110797,85.31440379365662,5.906889124880328,0.8143199724259299,0.0,0.0,87.77438379923503,89.75978571573893,85.78898188273112,4.523875487511441,0.9454048960165852,0.0,0.0,84.94999694824219,90.49199676513672,87.72099685668945,6.304117107423202,0.8287626256021123,2.0024465967860214,2.700145462815551,,,,88.18791643778484,,87.79726837319014,,1.0059667985293794,0.8618056354821481,0.14416116304723137,,,2.4496959686279354,-214.92076237298727,-233.13704149807975,18.216279125092484,88.27062606811523,,,87.72099685668945,,0.0,18.522423852651904,13.373757103107817,91.2660022966052,121.0666950171721,119.62512984602418,,,,86.07749938964844,,1.0,0.0,62.306896817345915,,,,,,82.87626256021123,49.99405746045687,-17.123737439788766,,0.20198205025185006,,,,,,,88.87914958075861,3.148846114466175,3.100286698541943,2.2250353428032055,112686.57181251478,,87.82013925262551,,,,189152892.22714314,87.32749938964844
2021-01-20,91.572998046875,95.18550109863281,91.27649688720703,94.34500122070312,94.34500122070312,49806000.0,206035063.15318647,267258000.0,0.31382546255402116,44609376.43161426,35.0247247952461,3.509371838057291,3763388.293336368,88.9410723884659,66.07069335652074,1030.1915388513078,88.24835052490235,92.0621716464545,84.4345294033502,8.643382224976431,1.299283776230118,1.0,0.0,88.15030899047852,90.34508666992187,85.95553131103516,4.979625606713238,1.9112345610776678,1.0,0.0,84.94999694824219,95.18550109863281,90.0677490234375,11.598521773505919,0.917883880893389,2.3664521202128883,2.6882578644268635,,,,88.51995849609375,,88.80461188819213,,1.1100238935297964,0.7280653522346915,0.38195854129510487,,,2.1121459960937443,-196.76803893706912,-227.9414697036497,31.173430766580566,90.63150024414062,,,90.0677490234375,,0.0,30.22251345830104,10.972351314419084,287.0791140359826,121.0666950171721,119.62512984602418,,,,86.07749938964844,,0.0,0.0,77.60083559233033,,,,,,90.77185199580501,69.06702315553197,-9.228148004194994,,4.40956485756051,,,,,,,89.26769533659035,5.362788819230135,5.223934052743573,7.707148108621098,275098.7659135999,,88.4415546781567,,,,193812813.93725714,87.72000122070312
2021-01-21,94.9000015258789,96.74299621582031,94.35549926757812,94.5625,94.5625,41278000.0,171914832.49752104,308536000.0,0.23891485014574804,39519167.60021456,13.408623995777027,3.6731375110757427,2766151.0688129277,89.5528626507591,65.96633551311798,1032.5664967106857,88.59677543640137,93.2816120537827,83.91193881902005,10.575636854287776,1.1367057221873067,1.0,0.0,88.80308380126954,91.06763610839843,86.53853149414063,5.100165918104136,1.7716456538892027,1.0,0.0,84.94999694824219,96.74299621582031,90.84649658203125,13.31086736451673,0.8151024886590948,2.3696064077033183,2.688257864426863,,,,88.87012545267741,,89.69044082847026,,1.1495613714220656,0.742555969749883,0.4070054016721826,,,1.7637210845947209,-176.97266569133845,-221.57036920211075,44.597703510772305,91.41024780273438,,,90.84649658203125,,0.0,32.85972698974682,10.139105730003115,267.1213027381187,121.0666950171721,119.62512984602418,,,,86.44181945800781,,0.0,0.0,78.03554305801467,,,,,,79.555605787912,84.40124011464275,-20.444394212088003,,4.650266035255275,,,,,,,90.27903555196613,0.23053556254462038,0.23027023701818194,7.95545138841407,467443.1200182834,,89.02450185166559,,,,177910481.22977334,87.00900268554688
2021-01-22,94.78399658203125,95.54750061035156,94.08799743652344,95.05249786376953,95.05249786376953,25442000.0,180099096.98262298,333978000.0,0.2371500987027058,35654504.46447311,-4.196308077015108,2.9155731943153325,226994.18424635503,89.83642647991584,54.547410755353546,1037.9169831888164,88.96970024108887,94.40344314063786,83.53595734153988,12.214816695627178,1.0597244602045435,1.0,0.0,89.54285024007162,91.68970311482748,87.39599736531576,4.795140804653799,1.783191710173542,1.0,0.0,84.94999694824219,96.74299621582031,90.84649658203125,13.255073621268384,0.85665238217233,2.278596084315799,2.6882578644268635,,,,89.2611255645752,,90.51537268005477,,1.0860107461999309,0.8103888653556947,0.2756218808442362,,,-0.6337017059326229,-157.28679741805388,-214.42775011499333,57.14095269693945,91.41024780273438,,,90.84649658203125,,0.0,31.30167361994601,10.527397783203675,198.12333220063752,121.0666950171721,119.62512984602418,,,,87.05989006347656,,0.0,0.0,79.02324440437764,,,,,,84.14983962207464,84.82576580193056,-15.85016037792536,,5.19253603446414,,,,,,,91.73247554675551,0.518173550582457,0.5168356512100125,8.514847983920726,486359.302038813,,89.5985967099612,,,,173881955.07063934,86.80950164794922
2021-01-23,94.78399658203125,95.54750061035156,94.08799743652344,95.05249786376953,95.05249786376953,25442000.0,188283361.46772492,359420000.0,0.23541308590600982,30561003.826691244,0.0,2.9155731943153325,131833.71473918748,90.14092214245554,54.547410755353546,1037.9169831888164,89.34262504577637,95.34186219608404,83.34338789546871,13.429731099201176,0.9758832393965567,0.0,0.0,90.2700419108073,92.42772013346355,88.11236368815105,4.780496778295902,1.6082412341991141,1.0,0.0,84.94999694824219,96.74299621582031,90.84649658203125,13.19974565503953,0.85665238217233,2.1966867932670318,2.6882578644268635,,,,89.82083384195964,,91.21339193908781,,1.086975312873166,0.8082624731380634,0.27871283973510264,,,-2.0151256561279354,-138.31400406523363,-201.84119605359862,63.52719198836499,91.41024780273438,,,90.84649658203125,,0.0,29.780978922011027,10.015956823645235,160.26444205542379,121.0666950171721,119.62512984602418,,,,87.64087643261719,,0.0,0.0,79.02324440437764,,,,,,84.14983962207464,82.61842834402042,-15.85016037792536,,7.603354736450085,,,,,,,92.72540091396291,0.0,0.0,8.514847983920726,542517.0134059888,,90.11801586746675,,,,169853428.91150534,86.80950164794922
2021-01-24,94.78399658203125,95.54750061035156,94.08799743652344,95.05249786376953,95.05249786376953,25442000.0,196467625.95282686,384862000.0,0.26590859700014685,26195146.137163926,0.0,2.9155731943153325,0.0,90.46875614697151,54.547410755353546,1037.9169831888164,89.77464981079102,96.10292640778542,83.44637321379662,14.098137080638844,0.9170051649990468,0.0,0.0,91.01199162801107,93.10756963094076,88.91641362508139,4.605059103628541,1.4640553179384639,1.0,0.0,84.94999694824219,96.74299621582031,90.84649658203125,13.136224192946496,0.85665238217233,2.122968431323141,2.6882578644268635,,,,90.46458371480306,,91.80402361980808,,1.087961759162212,0.8060878471942667,0.2818739119679452,,,-2.0546485900878935,-118.5663652738818,-187.93150659438646,69.36514132050466,91.41024780273438,,,90.84649658203125,,0.0,28.30033466125132,9.517985651314614,135.05308599352432,121.0666950171721,119.62512984602418,92.0,20.0,72.0,88.18700361960938,,0.0,0.0,79.02324440437764,,,,,,84.14983962207464,84.14983962207464,-15.85016037792536,,8.846009021342473,,,,,,,93.67325051631849,0.0,0.0,8.514847983920726,613509.186598618,,90.5879665337813,,,,165824902.75237134,86.80950164794922
2021-01-25,96.03350067138672,96.47899627685547,93.37650299072266,94.97000122070312,94.97000122070312,38546000.0,197517510.36448306,346316000.0,0.24247643612832837,21998708.745620836,0.8853737225295341,3.334756116504746,-33454.308672615756,90.98081872649416,65.2642884975813,1037.9169831888164,90.17084999084473,96.75328214437258,83.58841783731688,14.599911510640473,0.8645423999764507,0.0,0.0,91.81660817464193,94.05018513997396,89.5830312093099,4.865300537095874,1.2059065111715161,1.0,0.0,84.94999694824219,96.74299621582031,90.84649658203125,13.078505158568982,0.8496569909919701,2.220920916804108,2.620824034889692,1.8686658251617274,,,91.06875038146973,89.50965411846454,92.29109709686885,90.42243127170713,1.1040333628530794,0.7776422349217806,0.32639112793129876,,,-3.1618473052978544,-104.30861662360638,-173.32787421480748,69.0192575912011,91.41024780273438,90.84649658203125,91.12837219238281,90.84649658203125,,0.0,28.476478268072945,8.545386354634246,115.83121791777971,121.0666950171721,119.62512984602418,88.0,16.0,72.0,88.70036317538204,,0.0,0.0,78.28301073335426,,,,,,83.37634876261492,83.89200933558807,-16.623651237385083,,8.264933765514929,2.0665954220437186,,,5.553249997715925,,,94.22913609867253,-0.08679061036843683,-0.08682829522488333,8.420667285015115,628346.0364233761,,91.00530317063101,,,,161796376.59323734,86.80950164794922
2021-01-26,94.44200134277344,96.25,94.21224975585938,95.86199951171875,95.86199951171875,26262000.0,213778609.7609457,372578000.0,0.2385168403694786,22202558.79891105,2.3539828566513603,4.39601830813704,213209.4674414108,91.48505889682127,74.37238747812088,1047.6655370828928,90.62572479248047,97.45638844817216,83.79506113678877,15.074447506671875,0.8832917988045804,0.0,0.0,92.67118301391602,94.93628463745117,90.40608139038086,4.888470287888764,1.2043429011416311,1.0,0.0,86.07749938964844,96.74299621582031,91.41024780273438,11.768729961160904,0.9173974997639397,2.20260384953776,2.462513506802498,2.0151044467047257,,,91.80650011698405,89.82765403160683,92.84046669915345,90.82536225244873,1.1883368885256682,0.7548775327570026,0.43345935576866557,,,-3.81622314453125,-88.23524567286498,-157.65217702868938,69.4169313558244,91.41024780273438,90.84649658203125,91.12837219238281,90.84649658203125,,0.0,26.556960815797915,7.969366451831027,108.36628795664718,,87.3587532043457,100.0,12.0,88.0,89.18292115780834,,0.0,0.0,80.41883242441386,1.0,,,,,91.73974997639397,86.42197945369452,-8.260250023606028,,10.174805540717285,2.218658309452982,,,3.733261228349548,,,94.93157643067545,0.9392421602087753,0.9348587071477787,9.438999902535649,653851.301184663,,91.46784567930604,,,,177647273.3448287,89.54299926757812
2021-01-27,94.12650299072266,94.5,90.44999694824219,91.53949737548828,91.53949737548828,54966000.0,188385664.25927103,317612000.0,0.12918043784802666,-14910757.089511089,-20.30768174226811,2.9488348103465976,-2231801.6599318744,91.75393560365302,60.04374932357792,1047.6655370828928,90.734574508667,97.55061611415742,83.91853290317657,15.02413306592264,0.5590462113797038,0.0,0.0,93.19793268839518,95.69578425089519,90.7000811258952,5.360315385645937,0.1680276486792011,0.0,0.0,86.07749938964844,96.74299621582031,91.41024780273438,11.754611606354205,0.5121184765098559,2.5235437209316403,2.6279862787579615,1.7620564219840702,,,92.2006664276123,89.9794038625864,92.64031757243573,90.87826115045166,1.0050569675084373,0.7754733432183609,0.2295836242900764,,,-3.9250728607177763,-76.25805645661924,-141.2922836124061,65.03422715578685,91.90799713134766,90.84649658203125,91.37724685668945,90.84649658203125,,34.05192003229102,22.26446588535016,17.917499893942658,32.3701232713605,,87.3587532043457,96.0,8.0,88.0,89.63652566128906,,0.0,0.0,53.14344377184399,0.30769945389831516,,,,,51.21184765098559,75.44264879666484,-48.78815234901441,,5.448707385421103,1.9389196048402966,,,9.334981687692704,,,94.67529575592515,-4.509088229170577,-4.613910773321095,4.504298839808407,488930.7028356414,,91.47466965037101,,,,206035063.15318647,94.34500122070312
