Date,CNDX.L_Open,CNDX.L_High,CNDX.L_Low,CNDX.L_Close,CNDX.L_Adj Close,CNDX.L_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,CNDX.L_Close_7d_ago
2020-12-31,724.719970703125,725.659912109375,723.5,724.6799926757812,724.6799926757812,1246.0,115.4173166044987,1246.0,,,,,-80.29635729251876,,,1000.0,,,,,,0.0,0.0,,726.7732137044271,722.4533894856771,,0.5154383783580033,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,724.5799560546875,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-5.83467289498556,,0.0,,,,,,,,
2021-01-01,724.719970703125,725.659912109375,723.5,724.6799926757812,724.6799926757812,1246.0,230.8346332089974,2492.0,,,0.0,,-72.70002427152008,,,1000.0,,,,,,0.0,0.0,,726.7732137044271,722.4533894856771,,0.5154383783580033,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,724.5799560546875,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-02,724.719970703125,725.659912109375,723.5,724.6799926757812,724.6799926757812,1246.0,346.2519498134961,3738.0,,,0.0,,0.0,,,1000.0,,,,,,0.0,0.0,,726.7732137044271,722.4533894856771,,0.5154383783580033,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,724.5799560546875,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,725.659912109375,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-03,724.719970703125,725.659912109375,723.5,724.6799926757812,724.6799926757812,1246.0,461.6692664179948,4984.0,,,0.0,,0.0,,,1000.0,,,,,,0.0,0.0,,726.7732137044271,722.4533894856771,,0.5154383783580033,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,724.5799560546875,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,723.5,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2021-01-04,730.1099853515625,730.8900146484375,715.5,717.10498046875,717.10498046875,9457.0,-7022.843943972645,-4473.0,,,-225382.0582557786,,-98.85313678577653,,,1000.0,,,,,,0.0,0.0,,728.7295735677084,719.1177083333334,,-0.2094003417136267,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,723.1950073242188,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,725.659912109375,0.0,1.0,,,,,,,,,,,,,,,,,,,-1.0452906501615344,-1.0507921844767232,-1.0452906501615344,,,,,,,,
2021-01-05,713.4199829101562,720.1599731445312,711.5399780273438,718.5399780273438,718.5399780273438,8043.0,-2002.959514318889,3570.0,,,-787195.5454379161,,-82.75830314478706,,,1002.0010983017518,,,,,,0.0,0.0,,728.1690843370226,717.285864935981,,0.1152336496352142,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,721.2149963378906,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,725.659912109375,0.0,0.0,,,,,,,,,,,,,,,,,,,0.20010983017517692,0.1999098771604757,-0.847272549331235,,,,,,,,
2021-01-06,708.719970703125,720.2000122070312,705.3200073242188,720.3300170898438,720.3300170898438,10514.0,8694.759691239902,14084.0,,,-437309.36364821886,,42.28748997000001,,,1002.0010983017518,,,,,,0.0,0.0,,728.4539794921875,714.8740757533482,,0.40176583291170664,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,718.1050109863281,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,730.8900146484375,0.0,0.0,,,,,,,,,,,,,,,,,,,0.24912170752340312,0.24881191379986234,-0.6002615816501078,,,,,,,,
2021-01-07,716.6199951171875,727.760009765625,714.656005859375,727.4299926757812,727.4299926757812,10469.0,18636.447743183115,24553.0,,,1057432.4138527308,,129.38097646798494,,,1011.8773816250076,,,,,,0.0,0.0,,729.4454828898113,714.2870661417644,,0.8670382106832025,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,718.1050109863281,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,,729.3558142089844,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9856559379021412,0.9808300350503174,0.3794778423295453,,,,,,,115.4173166044987,724.6799926757812
2021-01-08,731.8099975585938,735.9500122070312,730.719970703125,734.010009765625,734.010009765625,14294.0,22326.174382541725,38847.0,,,443715.03965213225,,232.48566177903405,,,1011.8773816250076,,,,,,0.0,0.0,,730.4837669089989,715.8473872432003,,1.240923161132944,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,720.635009765625,,,720.635009765625,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,705.3200073242188,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.9045567485662431,0.9004901388078856,1.287467183327906,,,,,,,230.8346332089974,724.6799926757812
2021-01-09,731.8099975585938,735.9500122070312,730.719970703125,734.010009765625,734.010009765625,14294.0,26015.901021900336,53141.0,,,0.0,,129.29734164005964,,,1011.8773816250076,,,,,,0.0,0.0,724.2050191243491,731.3143941243491,717.0956441243491,1.9633597703026386,1.1895817593864395,1.0,0.0,,,,,,7.438372802734375,,,,,,,,,,,,,,,,,,720.635009765625,,,720.635009765625,,0.0,0.0,0.0,,770.2900165097933,769.0063405912216,,,,705.932607421875,,0.0,0.0,,,,,,,,,,,,,,,,,,734.010009765625,0.0,0.0,1.287467183327906,,,,,,,346.2519498134961,724.6799926757812
