Date,AMD_Open,AMD_High,AMD_Low,AMD_Close,AMD_Adj Close,AMD_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,AMD_Close_7d_ago
2021-01-12,97.86000061035156,98.97000122070312,94.06999969482422,95.36000061035156,95.36000061035156,67672300.0,-11107024.117049072,197463200.0,,,0.18100289621236348,,56812.746621291386,,,1052.3813051919105,,,,,,0.0,0.0,93.89600041707357,97.42200215657553,90.36999867757162,7.510440751128751,0.7076006056487053,0.0,0.0,,,,,,3.2340199249267583,,,,,93.50333404541016,,94.02949189125371,,,,,,,,,,,94.34500122070312,,,94.34500122070312,,0.0,0.0,0.0,,96.8708297945929,98.08906162209706,,,,90.24260181240234,,0.0,0.0,,,,,,,,,,,3.979938460709117,,,,,,,94.93516583823016,-1.943444102466263,-1.9625772781017403,3.9799384607091204,223437.63855103194,,,,,,10931157.56609575,92.7699966430664
2021-01-13,93.01000213623047,93.88999938964844,90.83999633789062,91.77999877929688,91.77999877929688,60712900.0,-34396830.92246218,136750300.0,,-27271688.746373244,-20.873275023502014,,-3594454.90659024,93.560541437918,46.45458716552045,1012.8728427816682,,,,,,0.0,0.0,93.95033340454101,97.63833541870117,90.26233139038087,7.850960992932247,0.20575739697116444,0.0,0.0,,,,,,3.3626183596801766,1.7616184122755831,,,,93.50916735331218,,93.68341602787574,,,,,,,,,,,94.34500122070312,,,94.34500122070312,,0.0,0.0,0.0,,96.8708297945929,98.08906162209706,,,,90.60209787418358,,0.0,0.0,45.33509507477704,,,,,,23.746148211661332,,-76.25385178833866,,0.076327222247318,,,,,,,94.92100724325586,-3.754196526993381,-3.826481405116855,0.0763272222473077,18387.53512232743,,,,,,-8949814.442951307,90.33000183105469
2021-01-14,91.7699966430664,92.36000061035156,90.44999694824219,90.79000091552734,90.79000091552734,53408200.0,-68790407.81382939,83342100.0,,-30929162.340859335,-3.433183981044897,2.573593804539494,-2855376.6432829117,93.43194465968482,41.08894924690446,1001.9473474236293,,,,,,0.0,0.0,93.76100006103516,97.12600250244141,90.3959976196289,7.177829671645469,0.05854428083769635,0.0,0.0,,,,,,3.2173568899230967,2.5010182360307147,,,,93.4325008392334,,93.2382752413606,,0.9370507907080627,0.9370509568895349,-1.6618147213876e-07,,,,-24.937391192646004,-24.937391192646004,0.0,94.34500122070312,,,94.34500122070312,,0.0,0.0,0.0,,96.8708297945929,98.08906162209706,,,,,99.2300033569336,0.0,1.0,41.93489567669833,,,,,,13.6131141191372,,-86.3868858808628,,-1.0031601549771214,,,,,,,94.8648226089348,-1.0786640629078414,-1.084523819869343,-1.003160154977123,-219560.51848458187,,,,,,26980361.672293127,95.16000366210938
2021-01-15,90.75,91.58999633789062,87.86000061035156,88.20999908447266,88.20999908447266,49340300.0,-108871163.84964873,34001800.0,,-44696148.34142052,-12.70035642379553,1.6664254885540986,-1978210.524977244,93.17345731184777,37.20514785261798,973.4747627237072,,,,,,0.0,0.0,93.43666661580404,96.99466908772787,89.87866414388021,7.615859171333112,-0.23449464588276464,0.0,1.0,,,,,,3.268620773684693,3.5252157207645696,,,,93.14083417256673,,92.46469429414707,,0.8863307592376811,0.9560259934233087,-0.06969523418562762,,,,-27.554004816785415,-26.24569800471571,-1.3083068120697057,93.54500198364258,,,93.54500198364258,,0.0,21.45134398966451,16.74293394609522,,96.8708297945929,98.08906162209706,,,,,99.05440322875977,0.0,0.0,34.64278718720897,,,,,,3.0782620015312467,13.47917477744326,-96.92173799846876,,-3.816377750452494,,,,,,,94.58544081884611,-2.8417246448264377,-2.8828832575952923,-3.816377750452493,-384411.39556601894,,,,,,20492785.440866895,94.58000183105469
2021-01-16,90.75,91.58999633789062,87.86000061035156,88.20999908447266,88.20999908447266,49340300.0,-148951919.88546807,83342100.0,,-38310984.29264616,0.0,1.6664254885540986,-1402115.464931298,92.93425722477063,37.20514785261798,973.4747627237072,,,,,,0.0,0.0,93.28966649373372,96.93866856892903,89.6406644185384,7.822950198756293,-0.19603514941673117,0.0,1.0,,,,,,3.31475826907013,4.312678928333657,,,,92.8000005086263,,91.810125800351,,0.8915067379126005,0.958028369077138,-0.06652163116453746,,,,-28.390044448764133,-26.96048015273185,-1.4295642960322823,93.54500198364258,,,93.54500198364258,,0.0,19.74089686192344,15.407917208129751,,96.8708297945929,98.08906162209706,,,,,98.60662712402343,0.0,0.0,34.64278718720897,,,,,,3.0782620015312467,6.589879374066565,-96.92173799846876,,-4.431206751956076,,,,,,,94.46211626942042,0.0,0.0,-3.816377750452493,-529026.4403717914,,,,,,14005209.209440663,94.58000183105469
2021-01-17,90.75,91.58999633789062,87.86000061035156,88.20999908447266,88.20999908447266,49340300.0,-189032675.92128742,132682400.0,,-32837986.536553856,0.0,1.6664254885540986,0.0,92.71226333476902,37.20514785261798,973.4747627237072,,,,,,0.0,0.0,92.81599960327148,96.40700073242188,89.2249984741211,7.737892485131023,-0.14132540664065174,0.0,1.0,,,,,,3.3562820149170234,4.977072754125724,,,,92.42000071207683,,91.25626015175433,,0.8962318653817233,0.9598563287345565,-0.06362446335283323,,,,-32.737984329768075,-28.404856196990906,-4.333128132777169,93.54500198364258,,,93.54500198364258,,0.0,18.17980304319512,14.189471841572812,,96.8708297945929,98.08906162209706,,,,,98.17676206347656,0.0,0.0,34.64278718720897,,,,,,3.0782620015312467,3.0782620015312467,-96.92173799846876,,-4.915379674032319,,,,,,,93.43644713173954,0.0,0.0,-3.816377750452493,-571314.1854545106,,,,,,7517632.978014433,94.58000183105469
2021-01-18,90.75,91.58999633789062,87.86000061035156,88.20999908447266,88.20999908447266,49340300.0,-229113431.95710677,182022700.0,,-28146845.60276045,0.0,0.31629014574376274,0.0,92.42825883047963,29.951863513145682,973.4747627237072,,,,,,0.0,0.0,92.26299947102864,95.91399968465169,88.61199925740559,7.914332364122835,-0.055053430486382636,0.0,1.0,,,,,,3.393653386179227,5.562670838799299,,,,92.24333381652832,,90.78760460294177,,0.8924126267366335,1.031906750396053,-0.1394941236594196,,,,-36.666878716359804,-30.057260700864685,-6.609618015495119,93.54500198364258,,,93.54500198364258,,0.0,16.753074566869458,13.075899626720307,,96.8708297945929,98.08906162209706,,,,,97.76409160535155,0.0,0.0,34.64278718720897,,,,,,3.0782620015312467,3.0782620015312467,-96.92173799846876,,-2.3469530649928454,,,,,,,92.63302759944004,0.0,0.0,-3.816377750452493,-472049.988400739,,,,,,20933724.13963482,97.25
2021-01-19,89.55999755859375,89.58000183105469,87.23999786376953,89.44999694824219,89.44999694824219,45115100.0,-189011300.6277359,227137800.0,-0.2165421688113782,-16134063.713259134,-6.820558977977563,0.27261019328475167,634198.2564831043,92.18544509017735,29.360246227100376,987.1592275093261,91.93050003051758,97.18387960922098,86.67712045181418,11.429024267157192,0.26391358694781303,0.0,0.0,91.66366602579753,95.23566614786783,88.0916659037272,7.793709933148478,0.1901359179864335,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.04246739567806,0.18432010608607785,3.28828844428982,5.961398554598033,,,,91.76749992370605,,90.58181880991107,,0.8721602213669716,1.015402443139062,-0.14324222177209045,,,2.6495018005371094,-39.75136277594141,-31.67294438004414,-8.07841839589727,93.23500061035156,,,93.23500061035156,,0.0,15.909540300317024,13.751605144967623,-115.55771400057421,96.8708297945929,98.08906162209706,,,,,97.36792796555156,0.0,0.0,41.24735814373709,,,,,,18.432010608607786,8.196178203890094,-81.56798939139222,,-6.000427169109901,,,,,,,92.34069696285222,1.4057339039104555,1.3959450946091856,-2.4642919624814463,-496565.29584860307,,91.21292931445379,,,,-11107024.117049072,95.36000061035156
2021-01-20,90.55000305175781,90.77999877929688,88.5999984741211,88.75,88.75,35185800.0,-219354969.48056212,191952000.0,-0.2533225792125554,-17347762.128716394,7.930465498842757,1.397823901462637,358849.4195713332,92.15382519235926,38.14369101006563,979.4341467909279,91.78250007629394,97.21607836389782,86.34892178869006,11.840118286355748,0.22094815646511773,0.0,0.0,91.12633260091145,94.60333226521809,87.64933293660481,7.631163386184296,0.1582782815158368,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.06349846996694,0.1259384023711562,3.177459630378416,6.36402833665883,,,,91.28166643778484,,90.30000053146321,,0.9441055772196337,0.9834678975400052,-0.03936232032037146,,,2.797501754760745,-42.850924646326064,-33.2697987037987,-9.581125942527365,93.10499954223633,,,93.23500061035156,,0.0,17.791491967628055,13.0903281916839,-86.09357535623197,96.8708297945929,98.08906162209706,,,,,96.76025215944463,0.0,0.0,38.86001967406761,,,,,,12.59384023711562,11.368037615751552,-87.40615976288439,,-6.164095705420516,,,,,,,91.96909584422072,-0.7825567044426163,-0.785634748229036,-3.2275641849546233,-637582.7231875291,,90.97836461783913,,,,-34396830.92246218,91.77999877929688
2021-01-21,89.33999633789062,92.06999969482422,88.43000030517578,91.52999877929688,91.52999877929688,54221900.0,-181220915.93729466,246173900.0,-0.20817193457102548,6664320.434122691,3.7593751915399194,-0.11704334063908162,1423094.1581435218,91.92289506830896,39.45149139438281,979.4341467909279,91.77350006103515,97.20812508109455,86.33887504097575,11.843560540777093,0.4775972324825077,0.0,0.0,90.51933237711589,93.81333185831707,87.22533289591472,7.278002156440848,0.653410224857175,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.064779577100094,0.35779807757162657,3.223713606305418,6.555297577015658,,,,91.02749951680501,,90.48923103112992,,0.9212503284726861,1.039983778056058,-0.11873344958337184,,,2.806501770019537,-44.112323409569406,-34.62511429202004,-9.48720911754937,90.56499862670898,,,93.23500061035156,,0.0,19.19605139464594,12.04850814781125,-41.50441659917127,96.8708297945929,98.08906162209706,,,,,96.18903690170413,0.0,0.0,50.99169284989724,,,,,,35.77980775716266,22.26855286762869,-64.22019224283734,,-3.224786416483622,,,,,,,91.9255737676033,3.132392990757049,3.084334570451741,-0.19627118849928626,-498768.0740823231,,91.03090120464464,,,,-68790407.81382939,90.79000091552734
2021-01-22,94.41999816894531,95.94999694824219,91.87999725341797,92.79000091552734,92.79000091552734,71294700.0,-220634317.18855295,317468600.0,-0.2437592362419132,18545342.41523522,20.922364610426953,0.5463815275390821,2679885.970035746,91.9267169059987,43.36497008082419,979.4341467909279,91.82750015258789,97.27996137590132,86.37503892927445,11.875443008365012,0.5882629626804158,0.0,0.0,90.2599988301595,93.4709981282552,87.04899953206379,7.114999644832221,0.8939586792915639,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.057096701141285,0.46288578057133256,3.343342062569407,6.666911622762535,,,,90.8783327738444,,90.84319562872952,,0.9436313650775064,0.9729035803676505,-0.02927221529014401,,,5.422499847412112,-45.20788504806143,-35.800977709357966,-9.406907338703462,91.59499740600586,,,93.23500061035156,,0.0,25.661356602724478,10.912759520446057,45.179188778095686,96.8708297945929,98.08906162209706,,,,87.23999786376953,,1.0,0.0,55.31910836754867,,,,,,46.28857805713326,31.554075350470516,-53.71142194286674,,-1.892578643342349,,,,,,,91.95432612997419,1.3766001890469504,1.3672111171705303,1.1776271309957398,-275444.2432460109,,91.198434510443,,,,-108871163.84964873,88.20999908447266
2021-01-23,94.41999816894531,95.94999694824219,91.87999725341797,92.79000091552734,92.79000091552734,71294700.0,-260047718.43981123,388763300.0,-0.2760634595092201,15896007.784487333,0.0,0.5463815275390822,981442.9749804535,91.93021564006253,43.36497008082419,979.4341467909279,91.88150024414062,97.3496068264702,86.41339366181106,11.902519153039787,0.5830726923211939,0.0,0.0,90.39699885050456,93.70999781290689,87.08399988810221,7.32988706379791,0.8611534582684514,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.049422855857948,0.46288578057133256,3.416007825794888,6.776687601492707,,,,90.50666618347168,,91.14270413439073,,0.9446602238034739,0.9733981530643204,-0.028737929260846506,,,3.4785003662109375,-43.3899262830955,-37.85125938607458,-5.538666897020917,91.59499740600586,,,93.23500061035156,,0.0,23.467663970950607,9.979868850520173,41.42910696660923,96.8708297945929,98.08906162209706,,,,87.41419784545899,,0.0,0.0,55.31910836754867,,,,,,46.28857805713326,42.78565462380973,-53.71142194286674,,-4.586117310511729,,,,,,,91.9680604808001,0.0,0.0,1.1776271309957398,-307989.501162187,,91.35001226330817,,,,-148951919.88546807,88.20999908447266
2021-01-24,94.41999816894531,95.94999694824219,91.87999725341797,92.79000091552734,92.79000091552734,71294700.0,-299461119.69106954,460058000.0,-0.28586802319326565,13625149.529560572,0.0,0.5463815275390822,0.0,91.9334305822297,43.36497008082419,979.4341467909279,91.9060001373291,97.38576604388354,86.42623423077467,11.924718513190388,0.5806604509456211,0.0,0.0,90.63099873860676,94.1599973042806,87.10200017293293,7.787619279915442,0.8058944537298697,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.045944198690165,0.46288578057133256,3.481407012697821,6.884713437081009,,,,90.29249954223633,,91.39613440841174,,0.9456521976339273,0.9738749951807071,-0.02822279754677981,,,-0.12600135803222656,-40.96932456231299,-39.34185046891098,-1.6274740934020144,91.59499740600586,,,93.23500061035156,,0.0,21.489312836682945,9.138554398229191,40.34214978808946,96.8708297945929,98.08906162209706,48.0,64.0,-16.0,87.58491382751465,,0.0,0.0,55.31910836754867,,,,,,46.28857805713326,46.28857805713326,-53.71142194286674,,-2.6950499982958673,,,,,,,92.0026718307635,0.0,0.0,1.1776271309957398,-312723.89671396127,,91.48715403971,,,,-189032675.92128742,88.20999908447266
2021-01-25,94.13999938964844,95.73999786376953,91.4000015258789,94.12999725341797,94.12999725341797,55086900.0,-285245195.4787964,515144900.0,-0.2832849880779263,22223877.349015787,-2.7180463570235296,-0.9823008975943959,795519.3828799152,91.76287128239376,43.94397786403435,993.5783235013008,91.97400016784668,97.52821235465805,86.41978798103531,12.077787584915926,0.6940866690951023,0.0,0.0,91.08466542561848,94.67466405232747,87.49466679890949,7.882772824456722,0.9241410853395217,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.036298814102972,0.5746452237721389,3.567265945217102,6.893338539258549,0.06266333672894575,,,90.48833274841309,91.9765384380634,91.81672869225885,91.7540653555299,0.9255505662718839,1.0325473811365822,-0.10699681486469825,,,-1.1839992523193388,-36.36639506151041,-40.22811164810501,3.8617165865946035,91.59499740600586,93.23500061035156,92.41499900817871,93.23500061035156,,0.0,19.59258537182795,9.308132403771467,43.634221495072985,96.8708297945929,98.08906162209706,44.0,60.0,-16.0,87.7522154899292,,0.0,0.0,60.00943238125167,,,,,,58.73825590660011,50.43847067362221,-41.26174409339989,,2.56046906229769,0.0682948886091717,,,15.343572523942491,,,92.64970649398333,1.444117172830417,1.4337891148776372,2.6387506194567534,53107.29407521834,,91.73885339339648,,,,-229113431.95710677,88.20999908447266
2021-01-26,94.91000366210938,95.72000122070312,93.62999725341797,94.70999908447266,94.70999908447266,59449100.0,-283254089.75712645,574594000.0,-0.2604869780042213,23974835.849806853,3.8847575945173394,-0.7177469905726118,1161827.5509522476,91.60540959639704,57.490336903366064,993.5783235013008,92.19300003051758,97.81563474787254,86.57036531316263,12.1975306487342,0.7238273674604938,0.0,0.0,91.63133214314779,95.05733159383138,88.2053326924642,7.4777903377666615,0.9493093162508507,0.0,0.0,87.23999786376953,99.2300033569336,93.23500061035156,13.005331737979184,0.6230189990289866,3.419539747423907,6.873742233290859,0.28882380461223534,,,90.81499926249187,92.09192305344801,92.26184721413789,91.97302340952565,0.9608247046440682,1.029484547012887,-0.06865984236881884,,,-3.9830009460449247,-31.946967632814932,-40.14022090399911,8.193253271184176,91.59499740600586,93.23500061035156,92.41499900817871,93.23500061035156,,0.0,18.734997793856685,8.900705891542799,64.29035802607895,,91.58500289916992,40.0,56.00000000000001,-16.000000000000007,87.91617111909545,,0.0,0.0,61.87496031011176,1.0,,,,,85.7635132708558,63.596782411529716,-14.236486729144202,,4.317654069188246,0.31403099942273055,,,14.478083590078844,,,93.29571463265354,0.6161710910212781,0.6142805190846978,3.271180928959283,387874.3102614816,,92.02181964968946,,,,-189011300.6277359,89.44999694824219
2021-01-27,91.0999984741211,91.87999725341797,86.22000122070312,88.83999633789062,88.83999633789062,73341200.0,-288696448.5642981,501252800.0,-0.29135235563417,-40952004.334111564,-43.41008557812116,-2.3275191730454083,-4179284.162190957,91.31720984038475,56.3107925684715,993.5783235013008,91.87699966430664,97.50749705633174,86.24650227228153,12.256598305555034,0.23030772283834572,0.0,0.0,91.60733210245768,95.22633158365885,87.9883326212565,7.901113149225923,0.11766563121355407,0.0,0.0,86.22000122070312,99.2300033569336,92.72500228881836,14.160238344488226,0.20138314273533395,3.926585559058469,6.908861918172769,-0.0055387123531431826,,,90.86749903361003,91.98153833242563,91.73540861779215,91.74094733014529,0.9180484739316591,0.9777015726706203,-0.059653098738961186,,,-3.6670005798339815,-33.09416966504111,-39.743253231630355,6.649083566589248,91.08499908447266,92.72500228881836,91.90500068664551,92.72500228881836,,23.850946335221668,15.7240902747251,21.496927176332505,-89.48268283679732,,91.58500289916992,36.0,52.0,-16.0,,95.94999694824219,0.0,1.0,41.01923282017863,0.23415118595904294,,,,,26.926991445351398,57.14292020760244,-73.0730085546486,,0.714201632418864,-0.006037339393511156,,,15.508617028058758,,,93.25794780657364,-6.197870133381089,-6.398262376654795,-3.129432750226635,204451.5071603389,,91.71878885808957,,,,-219354969.48056212,88.75
