Date,XOP_Open,XOP_High,XOP_Low,XOP_Close,XOP_Adj Close,XOP_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,XOP_Close_7d_ago
2021-01-10,67.16999816894531,67.19999694824219,64.9800033569336,65.5,62.259132385253906,9402800.0,-14054470.136850003,70803200.0,,,0.0,,0.0,,,1059.0576106732826,,,,,,0.0,0.0,62.634666442871094,64.78466339111328,60.4846694946289,6.865198045568572,1.1663575870355458,1.0,0.0,,,,,,2.120097312927246,,,,,,,,,,,,,,,,,,62.70499801635742,,,62.70499801635742,,0.0,0.0,0.0,,110.55368383962212,106.94391718563968,,,,59.87251582103271,,0.0,0.0,,,,,,,,,,,,,,,,,,65.5,0.0,0.0,11.965811965811968,,,,,,,-12419200.0,55.60548782348633
2021-01-11,63.91999816894531,66.98999786376953,63.2400016784668,66.87999725341797,63.570838928222656,7244700.0,-7234795.327508766,78047900.0,,,-50.467896685579596,,152636.12369217037,,,1081.3705357716112,,,,,,0.0,0.0,63.33366635640463,65.76266301472981,60.90466969807943,7.670475429785559,1.2299991304760725,1.0,0.0,,,,,,2.2830872001647946,,,,,62.58499972025553,,63.47759864144517,,,,,,,,,,,62.70499801635742,,,62.70499801635742,,0.0,0.0,0.0,,110.55368383962212,106.94391718563968,,,,60.322964706975824,,0.0,0.0,,,,,,,,,,,,,,,,,,65.91419428010185,2.1068660357526303,2.0849785067923676,14.324781629774307,-87106.96709507122,,,,,,-13061057.340348225,56.10926055908203
2021-01-12,67.6500015258789,70.77999877929688,67.6500015258789,70.62000274658203,67.12580108642578,13143800.0,4565261.73309988,91191700.0,,,97.63531043543624,,887652.3650174127,,,1081.3705357716112,,,,,,0.0,0.0,64.43066647847493,67.07666295369465,61.784670003255215,8.213469206014485,1.669566234511546,1.0,0.0,,,,,,2.4447786327362055,,,,,63.59499994913737,,64.57643004223546,,,,,,,,,,,64.40499877929688,,,64.40499877929688,,0.0,0.0,0.0,,110.55368383962212,106.94391718563968,,,,60.74638665976235,,0.0,0.0,,,,,,,,,,,20.71795341296074,,,,,,,67.49280611474433,5.592113706273993,5.441350168351988,20.717953412960743,168804.24613592806,,,,,,-8331474.491700822,59.71173095703125
2021-01-13,70.5,70.55999755859375,68.8499984741211,69.33999633789062,65.90911865234375,9526300.0,498457.8135521114,81665400.0,,9385820.249175524,8.795606882414534,,562349.5098486975,64.5120834015727,67.30156448454846,1061.7704060332317,,,,,,0.0,0.0,65.51766624450684,68.23866271972656,62.79666976928711,8.306145902893368,1.2023768917369007,1.0,0.0,,,,,,2.377301196708679,0.8650252768337399,,,,64.49833297729492,,65.30928639541318,,,,,,,,,,,65.23999977111816,,,64.40499877929688,,0.0,0.0,0.0,,110.55368383962212,106.94391718563968,,,,61.54907562932511,,0.0,0.0,82.36005505113326,,,,,,88.70586320465686,,-11.294136795343137,,18.529908269898502,,,,,,,67.93040281605803,-1.812526704770423,-1.8291541949580825,18.52990826989851,397863.6713195752,,,,,,-449797.1969072772,62.031005859375
2021-01-14,69.95999908447266,72.47000122070312,69.81999969482422,71.70999908447266,68.161865234375,10580500.0,5010129.15525954,92245900.0,,11627247.936466333,36.066430386048985,20.994432064118616,188968.91006600563,65.30268224991656,71.32582016261367,1061.7704060332317,,,,,,0.0,0.0,66.74099960327149,69.50599594116211,63.97600326538086,8.28575045122666,1.398554441665544,1.0,0.0,,,,,,2.4525715653190607,0.8650252768337399,,,,65.5991662343343,,66.29401142449926,,1.2670484281032963,0.5985668097087931,0.6684816183945033,,,,-375.2892511674184,-375.2892511674184,0.0,67.73500061035156,,,65.25,,0.0,0.0,0.0,,110.55368383962212,106.94391718563968,,,,62.28754948132285,,0.0,0.0,85.61322009165826,,,,,,94.73682820128073,,-5.263171798719276,,22.581195016192574,,,,,,,68.89758349317974,3.4179447241864835,3.3608307684333205,22.58119501619258,413611.08049174235,,,,,,939231.0787016363,63.238162994384766
2021-01-15,70.62000274658203,70.73999786376953,68.30999755859375,69.2699966430664,65.84259033203125,10499100.0,2806605.387343809,81746800.0,,6306522.569461377,-37.494710675962125,18.316238444407038,4393.555925018038,65.86728487971519,63.747315067128675,1025.6426356245026,,,,,,0.0,0.0,67.45033276875814,69.97632954915365,64.92433598836263,7.489946088347568,0.8601872909005359,0.0,0.0,,,,,,2.547314561375045,1.2550876495647536,,,,66.49666595458984,,66.75185530427882,,1.1831811608209346,0.6451522671817771,0.5380288936391575,,,,-353.31254153394445,-364.30089635068146,10.988354816737,67.85500144958496,,,65.25,,0.0,35.73511376980859,9.455427906826676,,110.55368383962212,106.94391718563968,,,,63.305794655260875,,0.0,0.0,71.07942947020081,,,,,,77.83930722573282,87.09399954389015,-22.160692774267176,,18.410250671908386,,,,,,,68.93291638643065,-3.4025972285008477,-3.461833155446925,18.41025067190838,413977.2101521606,,,,,,-4058669.3264822434,62.259132385253906
2021-01-16,70.62000274658203,70.73999786376953,68.30999755859375,69.2699966430664,65.84259033203125,10499100.0,603081.6194280777,92245900.0,,5405590.773824038,0.0,18.316238444407038,-357242.0856175325,66.38378227701635,63.747315067128675,1025.6426356245026,,,,,,0.0,0.0,67.92533251444499,70.4133295694987,65.43733545939128,7.325682371962225,0.7702302492460926,0.0,0.0,,,,,,2.535583135755119,1.5499100898499458,,,,67.34999910990398,,67.13926166409229,,1.1762428291325446,0.658592793806525,0.5176500353260196,,,,-333.07582479436337,-353.8925391652421,20.816714370878742,67.85500144958496,,,65.25,,0.0,33.301323979064335,8.811452794420694,,110.55368383962212,106.94391718563968,,,,64.2222153118051,,0.0,0.0,71.07942947020081,,,,,,77.83930722573282,83.47181421758212,-22.160692774267176,,17.347108377987848,,,,,,,68.9528606923903,0.0,0.0,18.41025067190838,379107.34581720014,,,,,,-9056569.731666123,62.259132385253906
2021-01-17,70.62000274658203,70.73999786376953,68.30999755859375,69.2699966430664,65.84259033203125,10499100.0,-1600442.1484876536,102745000.0,,4633363.520420604,0.0,18.316238444407038,0.0,66.85807122115524,63.747315067128675,1025.6426356245026,,,,,,0.0,0.0,68.23033231099447,70.74932988484701,65.71133473714193,7.383805672734909,0.7063646950008526,0.0,0.0,,,,,,2.525024852697185,1.7969968183464757,,,,67.88749885559082,,67.46706704547293,,1.1698109204940244,0.6710523075897354,0.4987586129042889,,,,-313.73279051784885,-343.85260200339377,30.119811485544915,67.85500144958496,,,65.25,,0.0,31.0257309177623,8.209336168319584,,110.55368383962212,106.94391718563968,,,,65.04699390269491,,0.0,0.0,71.07942947020081,,,,,,77.83930722573282,77.83930722573282,-22.160692774267176,,10.267425946475461,,,,,,,68.96545888033806,0.0,0.0,18.41025067190838,288113.0579659441,,,,,,-14054470.136850003,62.259132385253906
2021-01-18,70.62000274658203,70.73999786376953,68.30999755859375,69.2699966430664,65.84259033203125,10499100.0,-3803965.916403385,113244100.0,,3971454.446074804,0.0,17.580082145293183,0.0,67.40000805239293,61.50786956649618,1025.6426356245026,,,,,,0.0,0.0,68.58499870300292,71.12499694824218,66.04500045776368,7.406862413859147,0.6348422073415552,0.0,0.0,,,,,,2.5155223979450447,2.013994499415539,,,,68.22166506449382,,67.74444082971809,,1.176542859745195,0.6960491114718174,0.48049374827337765,,,,-293.6655597167602,-333.81519354606706,40.14963382930688,67.85500144958496,,,65.25,,0.0,28.899054488053473,7.6466225362379525,,110.55368383962212,106.94391718563968,,,,65.78929463449573,,0.0,0.0,71.07942947020081,,,,,,74.94123364975106,76.87328270040557,-25.05876635024894,,6.144643542096522,,,,,,,68.98717282177535,0.0,0.0,18.41025067190838,160296.85954731354,,,,,,-7234795.327508766,63.570838928222656
2021-01-19,70.70999908447266,71.29000091552734,69.61000061035156,70.5,67.01172637939453,7725500.0,-3344121.826231224,120969600.0,-0.01859643114027572,4761588.230062758,20.11527291750248,12.636826438960714,137179.02980354225,68.15742107514627,58.58201596352441,1043.8546169435263,65.51349906921386,74.56267747609432,56.46432066233341,27.625385715759617,0.7755223019470308,0.0,0.0,69.04233207702637,71.52833099365235,66.55633316040038,7.20137585692355,0.7931754944109134,0.0,0.0,58.029998779296875,72.47000122070312,65.25,22.04126271159878,0.863573345731978,2.465970585396634,2.0638657519082657,,,,68.55249849955241,,68.16837300976147,,1.1920060483009036,0.7772071811932373,0.41479886710766634,,,-0.013499069213864345,-272.7024916335237,-323.6297432273098,50.92725159378608,67.85500144958496,,,65.25,,0.0,28.802430656088625,7.2045275920146565,88.97753069634221,110.55368383962212,106.94391718563968,,,,66.45736529311647,,0.0,0.0,74.06470258177383,,,,,,79.1974554723779,77.3259987826206,-20.80254452762211,,5.967234771599799,,,,,,,69.12932617908197,1.7756653912826659,1.760084624528968,20.512820512820507,118436.52148776561,,66.37338877780705,,,,4565261.73309988,67.12580108642578
2021-01-20,71.2300033569336,71.48999786376953,69.26000213623047,70.11000061035156,66.64102172851562,6869400.0,-4976758.862051813,114100200.0,-0.010283329883792585,3698638.2247322244,-2.4347305575035745,8.906326852599383,99178.15310494683,68.60740448425423,47.43558686858256,1038.0801110784244,66.09399909973145,74.75006287852787,57.437935320935026,26.193191202532617,0.7319761968747022,0.0,0.0,69.48166542053222,71.96866455078126,66.9946662902832,7.158720549361221,0.6263239665380212,0.0,0.0,58.029998779296875,72.47000122070312,65.25,21.84767548959664,0.8365650823171376,2.442373099610877,2.1482861970562728,,,,68.93666521708171,,68.4670849483138,,1.1003580263650694,0.8075540712785994,0.29280395508647006,,,-0.5939990997314482,-242.85870016762937,-312.09102279021266,69.2323226225833,70.06000137329102,,,65.25,,0.0,26.950003463365118,7.750593849700707,80.72355275021708,110.55368383962212,106.94391718563968,,,,67.05862888587514,,0.0,0.0,71.5430403189826,,,,,,74.43119471943376,76.1899612805209,-25.568805280566245,,7.038168870765745,,,,,,,69.20669346652261,-0.5531906236148076,-0.554726389371929,19.846154889489842,127462.00414544855,,66.72925657138272,,,,498457.8135521114,65.90911865234375
2021-01-21,69.86000061035156,70.44000244140625,66.4800033569336,67.75,64.39781951904297,7827500.0,-7783601.780295895,106272700.0,-0.008498539647456211,531274.9386952133,-96.88133843570617,-2.1497376148319955,-301485.4668670254,68.70160787237278,38.72851737655075,1038.0801110784244,66.55649909973144,74.49920131456898,58.6137968848939,23.867548090039453,0.5751319178276012,0.0,0.0,69.73366572062174,72.24166514078777,67.22566630045573,7.193080685630308,0.10453226091845794,0.0,0.0,58.029998779296875,72.47000122070312,65.25,21.695856357721972,0.6731301646342752,2.5941356980970545,2.6064071823004595,,,,69.12416521708171,,68.35676418703476,,0.9632637842388195,0.8855938832698301,0.0776699009689894,,,-1.0564990997314396,-218.37921984791438,-300.37704742242533,81.99782757451095,69.47500228881836,,,65.25,,0.0,23.99832724043847,14.59053164121826,35.20144573861802,110.55368383962212,106.94391718563968,,,,,72.47000122070312,0.0,1.0,58.55184550315836,,,,,,48.86238943886751,67.49701321022638,-51.13761056113249,,3.435114503816794,,,,,,,69.19140389829091,-3.3661397658055536,-3.424098616469351,15.811965811965823,114469.17458110295,,66.82647023125104,,,,5010129.15525954,68.161865234375
2021-01-22,65.83000183105469,68.11000061035156,65.19999694824219,68.05000305175781,64.6829605102539,6253400.0,-1788063.1278917212,112526100.0,0.04028986889574128,723384.1022905121,-83.99540408342783,-7.7615328440555045,-235793.97638448456,68.82867429982845,40.13081440600691,1042.676822536618,67.03399925231933,74.07950620021515,59.98849230442352,21.02069703875544,0.5721029591590933,0.0,0.0,69.4773323059082,71.96333236694338,66.99133224487305,7.1562910622109746,0.21292654482959572,0.0,0.0,58.029998779296875,72.47000122070312,65.25,21.54131127855487,0.6939059957309213,2.6257224944982864,2.912532346648459,,,,69.33666547139485,,68.30957016622293,,0.9381436994521878,0.9430408663216987,-0.004897166869510916,,,-0.15400199890136435,-197.11588118480518,-288.9035845071342,91.78770332232904,68.83499908447266,,,65.25,,0.0,22.084184211881404,16.935192276045633,3.9576775348647257,110.55368383962212,106.94391718563968,,,,,72.35020126342773,0.0,0.0,59.55720437052254,,,,,,52.11269351943657,58.46875922591261,-47.88730648056343,,3.8931344301645994,,,,,,,69.13925583320275,0.44280893248385134,0.44183141834803763,16.324791541466354,94819.67654906258,,66.9429971665374,,,,2806605.387343809,65.84259033203125
2021-01-23,65.83000183105469,68.11000061035156,65.19999694824219,68.05000305175781,64.6829605102539,6253400.0,4207475.524512453,118779500.0,0.08825157164595528,620043.5162490103,0.0,-7.761532844055504,27690.613783945457,68.9620515825364,40.13081440600691,1042.676822536618,67.51149940490723,73.37390221146528,61.649096598349175,17.367123699616513,0.545928577805007,0.0,0.0,69.23099924723307,71.8369997660319,66.62499872843425,7.528420930318943,0.2734082961695623,0.0,0.0,58.029998779296875,72.47000122070312,65.25,21.38895235432535,0.6939059957309213,2.6541506112593956,3.189409183626293,,,,69.43416595458984,,68.26963676399753,,0.9392245163744561,0.9440361149061121,-0.004811598531655914,,,3.1085033416748047,-174.30464733139638,-266.5719618586873,92.26731452729092,68.34499740600586,,,65.25,,0.0,20.337273057076036,15.595578550133975,-7.186566292003337,110.55368383962212,106.94391718563968,,,,,72.06419309082031,0.0,0.0,59.55720437052254,,,,,,52.11269351943657,51.02925882591355,-47.88730648056343,,1.7494106554857094,,,,,,,69.11475768251623,0.0,0.0,16.324791541466354,84407.55072337716,,67.04842629846316,,,,603081.6194280777,65.84259033203125
2021-01-24,65.83000183105469,68.11000061035156,65.19999694824219,68.05000305175781,64.6829605102539,6253400.0,10203014.176916627,125032900.0,0.1238111817016367,531465.8710705803,0.0,-7.761532844055504,0.0,69.1022218434809,40.13081440600691,1042.676822536618,67.96249961853027,72.34713056750148,63.577868669559074,12.903089125861742,0.5099784262627699,0.0,0.0,68.80966593424479,71.44166666666666,66.17766520182292,7.6500901339560015,0.3556871825434555,0.0,0.0,59.70000076293945,72.47000122070312,66.08500099182129,18.789774551320175,0.6538764283083387,2.6797359163443937,3.444098896798101,,,,69.21999931335449,,68.2358469621145,,0.9402682116341374,0.9449971807520988,-0.00472896911796139,,,1.3774967193603516,-153.50084538791987,-244.3706622869068,90.86981689898693,68.34499740600586,,,65.25,,0.0,18.740797721348088,14.371326093483505,-22.30919805827697,110.55368383962212,106.94391718563968,60.0,4.0,56.0,,71.78962524511718,0.0,0.0,59.55720437052254,,,,,,52.11269351943657,52.11269351943657,-47.88730648056343,,-3.6391951215954963,,,,,,,68.95074870286562,0.0,0.0,16.324791541466354,10436.520305259435,,67.14381456068169,,,,-1600442.1484876536,65.84259033203125
2021-01-25,67.30000305175781,68.44999694824219,66.05000305175781,67.83999633789062,64.48335266113281,5825800.0,13067355.349048922,119207100.0,0.12044041864198672,280762.58753943164,24.51164300333435,-2.405851437704508,-17978.795867458197,69.22474399683351,47.97170227316025,1039.4590543763454,68.2134994506836,71.9130839156475,64.5139149857197,10.847074244119666,0.44952093723901254,0.0,0.0,68.61033274332682,71.23933283487955,65.9813326517741,7.663568988618344,0.3534925107246335,0.0,0.0,63.0,72.47000122070312,67.73500061035156,13.882884321965719,0.5110871926087531,2.651761714358392,3.733920304245286,1.7695615157896611,,,69.09499931335449,66.15846105722281,68.17494686608005,66.40538535029039,1.0048926933892495,0.9289207172059963,0.07597197618325313,,,3.496499633789057,-143.58479465212324,-223.31610338221347,79.73130873009023,68.34499740600586,65.25,66.79749870300293,65.25,,0.0,18.442658261645498,13.43463447615405,-22.8441266707204,110.55368383962212,106.94391718563968,56.00000000000001,4.0,52.00000000000001,,71.52604011324217,0.0,0.0,58.32040849370563,,,,,,36.31358787021431,46.84632496969582,-63.68641212978569,,-2.163253647563765,2.6647861562058126,,,-2.072900513848565,,,68.87778837113551,-0.30860647237217487,-0.30908364412098877,15.965805705795933,-37924.171837753536,,67.21011758708254,,,,-3803965.916403385,65.84259033203125
2021-01-26,68.66000366210938,69.80999755859375,66.04000091552734,66.05999755859375,62.791419982910156,4708100.0,8409200.324673288,114499000.0,0.052287713662156975,-956548.1039387181,54.05035699731627,-5.519062397570219,-141510.82277187167,69.09230805066073,34.97850989164837,1012.185529202442,68.25349922180176,71.84005886708786,64.66693957651566,10.509526064388124,0.1942053276472091,0.0,0.0,68.396666208903,71.1596659342448,65.6336664835612,8.079340349434014,0.07715003934352735,0.0,0.0,63.2400016784668,72.47000122070312,67.85500144958496,13.523115514183118,0.3055250292508356,2.7635852072291938,4.28675908916891,1.4697689801197242,,,68.62416585286458,66.4492301940918,67.8495700495437,66.37980106942398,0.9105939728196498,0.9772606657719052,-0.06666669295225536,,,1.0164974212646456,-137.26693561424713,-203.70878617070218,66.44185055645505,68.34499740600586,65.25,66.79749870300293,65.25,,0.0,20.19364997343412,12.100447405339587,-36.35724962213792,,58.81999969482422,52.0,4.0,48.0,,71.27299838664217,0.0,0.0,49.02708588182302,0.0,,,,,11.829437482028432,33.41857295722644,-88.17056251797158,,-7.878959138213543,2.214181055743978,,,-5.00648003451371,,,68.48618594790929,-2.6238190969693376,-2.6588554496844274,12.9230727497329,-65464.14957424331,,67.10058234627408,,,,-3344121.826231224,67.01172637939453
2021-01-27,64.58000183105469,68.73999786376953,64.05999755859375,66.83999633789062,63.53282165527344,10014400.0,10292243.897316366,124513400.0,0.05424206099027861,295990.1645369021,-71.2674509357207,-11.237852241722736,-5287.702592075337,68.82836518320171,34.95283609688508,1012.185529202442,68.26899909973145,71.82820637521198,64.70979182425091,10.427008810488134,0.2992526634111399,0.0,0.0,68.10733286539713,71.09533259073893,65.11933314005533,8.774384782464137,0.2879289417669649,0.0,0.0,63.2400016784668,72.47000122070312,67.85500144958496,13.520045209323476,0.3900319434416341,2.9552267170238524,4.6299029898827255,1.2803614091527749,,,68.42166582743327,66.76999928401067,67.69425101698168,66.4138896078289,0.8418647402678483,1.0007207676991925,-0.1588560274313442,,,1.000997543334961,-132.40298480726125,-185.79072229186895,53.3877374846077,67.77499771118164,65.25,66.51249885559082,65.25,,38.116036315234126,17.82688113354503,15.640853884858128,-69.1093354512642,,58.81999969482422,48.0,4.0,44.0,,71.03007832910617,0.0,0.0,52.59209100876629,0.09744142703070578,,,,,33.05585694120379,27.06629409781551,-66.9441430587962,,-3.50801273702532,1.9278518645922602,,,-1.5108797790387032,,,68.3643355017525,1.1807429732419106,1.1738265932765835,14.25640399639423,-66270.92111733444,,67.07576463118994,,,,-4976758.862051813,66.64102172851562
