Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,AAPL_Close_7d_ago,sentiment
2018-01-12,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,42.03452301025391,101672400.0,408407192.0532687,269706800.0,,,0.1592520488283723,,1474048.4207277673,,,1006.598874549955,,,,,,0.0,0.0,43.59350001017253,44.050499598185226,43.13650042215984,2.0966409575099743,1.2428880595416014,1.0,0.0,,,,,,0.4988500595092773,,,,,,,,,,,,,,,,,,43.68000030517578,,,43.32749938964844,,0.0,0.0,0.0,,64.43680536557403,62.66878533581275,,,,43.18061608293989,,0.0,0.0,,,,,,,,,,,,,,,,,,43.94492541433068,1.032632115015475,1.0273368918431114,2.8039022321360907,,,,,,,103456274.4721954,41.53844451904297,0.424015009380863
2018-01-13,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,42.03452301025391,101672400.0,477972136.3705075,371379200.0,,,0.0,,1049901.8545069927,,,1006.598874549955,,,,,,0.0,0.0,43.68816655476888,44.12316640218099,43.253166707356776,1.9913852272412405,1.171646821464503,1.0,0.0,,,,,,0.4917152214050292,,,,,43.64479128519694,,43.71957062662251,,,,,,,,,,,43.795000076293945,,,43.32749938964844,,0.0,0.0,0.0,,64.43680536557403,62.66878533581275,,,,43.25017912711877,,0.0,0.0,,,,,,,,,,,,,,,,,,44.037118247253794,0.0,0.0,2.8039022321360907,-5264627.119427388,,,,,,167909673.05022925,41.53844451904297,0.3395061728395062
2018-01-14,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,42.03452301025391,101672400.0,547537080.6877463,473051600.0,,,0.0,,0.0,,,1006.598874549955,,,,,,0.0,0.0,43.78416646321615,44.227166493733726,43.34116643269857,2.023562699953416,1.0511654487765676,1.0,0.0,,,,,,0.485293867111206,,,,,43.74541632334391,,43.80463654321484,,,,,,,,,,,43.795000076293945,,,43.32749938964844,,0.0,0.0,0.0,,64.43680536557403,62.66878533581275,,,,43.31556838864692,,0.0,0.0,,,,,,,,,,,2.8039022321360947,,,,,,,44.09849306451554,0.0,0.0,2.8039022321360907,-2416277.7684219102,,,,,,232363071.62826312,41.53844451904297,0.2815533980582524
2018-01-15,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,42.03452301025391,101672400.0,617102025.0049851,574724000.0,,6583463.721646844,0.0,,0.0,43.66159816601024,63.55175285694183,1006.598874549955,,,,,,0.0,0.0,43.83983306884765,44.26758346557617,43.41208267211914,1.951423473975194,1.0057458963616144,1.0,0.0,,,,,,0.4795146482467651,0.1791738689369156,,,,43.84666633605957,,43.87661539571605,,,,,,,,,,,43.795000076293945,,,43.32749938964844,,0.0,0.0,0.0,,64.43680536557403,62.66878533581275,,,,43.37703429448337,,0.0,0.0,88.77733661253794,,,,,,96.666616432008,,-3.3333835679919828,,2.821808471759988,,,,,,,44.12963661789679,0.0,0.0,2.8039022321360907,436771.5062265149,,,,,,191228592.47911823,41.38415145874024,0.3727272727272727
2018-01-16,44.47499847412109,44.84749984741211,44.03499984741211,44.04750061035156,41.820899963378906,118263600.0,502477527.10459447,456460400.0,,1841664.6836876688,0.216413109292981,0.0684648496274366,-601030.6645056726,43.78173674514808,68.62756628456123,1006.598874549955,,,,,,0.0,0.0,43.90899976094564,44.36000035603841,43.45799916585287,2.0542512812779186,0.6535484109255245,0.0,0.0,,,,,,0.5128131834220886,0.2248374060793897,,,,43.91249974568685,,43.902905428736894,,1.2294718213156448,0.7430344055311964,0.4864374157844484,,,,-305.472396743113,-305.472396743113,0.0,44.048749923706055,,,43.58124923706055,,0.0,0.0,0.0,,64.43680536557403,62.66878533581275,,,,43.434812245969646,,0.0,0.0,71.17067958377694,,,,,,56.931357971955016,,-43.06864202804498,,1.8262750299964003,,,,,,,44.125404179612936,-0.5082127252220237,-0.5095085182133641,2.2814397189675706,353663.1047358115,,,,,,201170478.21348485,41.3794059753418,0.3809523809523809
2018-01-17,44.03749847412109,44.8125,43.76750183105469,44.775001525878906,42.51163482666016,137547200.0,630153302.8803117,594007600.0,,15873671.71862124,-0.1149095415061261,0.0360198525281222,1670737.597975634,43.89625067925101,69.44775010937079,1006.598874549955,,,,,,0.0,0.0,43.99233322143554,44.48983383178711,43.49483261108399,2.2617605110753773,1.2866003459676978,1.0,0.0,,,,,,0.566031681974411,0.2247892270281165,,,,43.99791653951009,,44.037074059066434,,1.0862483318137974,0.8399714591509098,0.2462768726628876,,,,-293.5404171822797,-299.5064069626964,5.965989780416635,44.048749923706055,,,43.58124923706055,,0.0,29.82861860011163,6.551889936716811,,64.43680536557403,62.66878533581275,,,,43.54782725408504,,0.0,0.0,82.94707419587078,,,,,,96.03292225738308,83.21029888711537,-3.9670777426169135,,2.342860630580357,,,,,,,44.23027018242688,1.651628141089967,1.6381371086274576,3.9707487604780263,368363.0355763687,,,,,,295534186.39569783,41.36991500854492,0.3792394655704008
2018-01-18,44.84249877929688,45.025001525878906,44.5625,44.81499862670898,42.549598693847656,124773600.0,641617794.591105,718781200.0,,14318944.653122757,0.1867262570682955,0.0526766356090318,2383227.382303947,44.01962935163492,80.35467719508988,1007.498060151491,,,,,,0.0,0.0,44.106666564941406,44.6084171295166,43.60491600036621,2.275168828895439,1.2058607521122393,1.0,0.0,,,,,,0.5556786663648605,0.2247892270281165,,,,44.086666425069176,,44.15675476178068,,1.1892255219616144,0.7766781536719919,0.4125473682896224,,,,-281.350183497727,-293.45433247437325,12.10414897664623,44.13750076293945,,,43.670000076293945,,0.0,30.847898462614157,6.137544838516512,,64.43680536557403,62.66878533581275,,,,43.65180106155121,,0.0,0.0,83.34977066038736,,,,,,88.16886092163007,80.37771371698939,-11.831139078369931,,2.4342825753348216,,,,,,,44.374932079424624,0.0893290887035824,0.0892892140178069,4.063624882864025,477173.12492378097,,,,,,338842247.73602986,41.60490036010742,0.3702127659574468
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.35971832275391,129700400.0,637434381.4375958,589080800.0,,8567711.96184936,-0.0711061520007696,0.0318934575041035,-467357.90529562905,44.09985451059671,67.35467164061683,1007.498060151491,,,,,,0.0,0.0,44.21208330790201,44.726833979288735,43.6973326365153,2.32855198341091,0.8913723604083256,0.0,0.0,,,,,,0.5543607539520072,0.2544716885790312,,,,44.15874989827474,,44.22725428742469,,1.128943486526383,0.8590525219109475,0.2698909646154355,,,,-269.646206028586,-287.5023008629264,17.85609483434041,44.32375144958496,,,43.670000076293945,,0.0,28.565904545851566,8.547080059264003,,64.43680536557403,62.66878533581275,,,,43.76750183105469,,0.0,0.0,73.94655494362203,,,,,,76.9014369038869,87.03440669430002,-23.098563096113097,,1.977146693638393,,,,,,,44.41169208648221,-0.4462723516028277,-0.4472711192521128,3.599217696936141,438226.63281581184,,,,,,408407192.0532687,42.03452301025391,0.3476635514018691
2018-01-20,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.35971832275391,129700400.0,633250968.2840867,718781200.0,,7343753.110156595,0.0,0.0318934575041035,-578817.0251182693,44.17627979843535,67.35467164061683,1007.498060151491,,,,,,0.0,0.0,44.327583440144856,44.864083989461264,43.79108289082845,2.4206171763946465,0.7678638807436078,0.0,0.0,,,,,,0.5531746327804393,0.2810364460147985,,,,44.2443749109904,,44.2869077322004,,1.1296101779874932,0.8583237648202373,0.2712864131672559,,,,-258.3657043358669,-281.67498155751457,23.30927722164762,44.3962516784668,,,43.670000076293945,,0.0,26.4580914600106,7.916410473229017,,64.43680536557403,62.66878533581275,,,,43.89325180053711,,0.0,0.0,73.94655494362203,,,,,,76.9014369038869,80.65724490980129,-23.098563096113097,,2.3573274829203963,,,,,,,44.44360940335061,0.0,0.0,3.599217696936141,415456.5368447396,,,,,,477972136.3705075,42.03452301025391,0.4239130434782608
2018-01-21,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.35971832275391,129700400.0,629067555.1305776,848481600.0,0.2982145244982652,6294645.522991368,0.0,0.0318934575041035,0.0,44.24916894125011,67.35467164061683,1007.498060151491,43.988249969482425,45.06128403758212,42.91521590138273,4.878730428440003,0.7920465098066864,0.0,0.0,44.41250012715658,44.97825063069661,43.84674962361653,2.547708424070934,0.6789671861033455,0.0,0.0,42.31499862670898,45.025001525878906,43.670000076293945,6.160742700721286,0.8487087052424582,0.5521071237260282,0.3052984239870787,,,,44.33041667938232,,44.33738372393369,,1.1302837994238042,0.8575874326084094,0.2726963668153948,,,-0.4157516479492216,-247.37244440705615,-275.9578920324381,28.58544762538193,44.3962516784668,,,43.670000076293945,,0.0,24.51040399704467,7.333651378390129,95.76362199071536,64.43680536557403,62.66878533581275,,,,44.00642677307129,,0.0,0.0,73.94655494362203,,,,,,76.9014369038869,76.9014369038869,-23.098563096113097,,2.369072930323799,,,,,,,44.46527329791199,0.0,0.0,3.599217696936141,441746.6823114348,,44.09270111759265,,,,547537080.6877463,42.03452301025391,0.3333333333333333
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,42.01316452026367,108434400.0,594147337.1406122,740047200.0,0.2337875904379482,-258694.98079883307,-0.0887570504609075,0.0204485991870906,-887117.2590954427,44.28302943507161,57.15883468213561,999.2555751313724,44.04750003814697,45.0377443696451,43.057255706648846,4.496256680358852,0.6022474733819833,0.0,0.0,44.42316691080729,44.97566706339518,43.8706667582194,2.4874415356167536,0.3432879068031183,0.0,0.0,42.9900016784668,45.025001525878906,44.00750160217285,4.620012136102423,0.6191638407912077,0.5433964266122144,0.4437178449429112,,,,44.38687515258789,,44.323940074097735,,1.047864953522208,0.9053020570449152,0.1425628964772928,,,-0.2275003433227524,-230.59468783326625,-269.4774342896993,38.8827464564331,44.3962516784668,,,43.670000076293945,,0.0,22.95085835062943,9.63790986563648,42.229987695232936,64.43680536557403,62.66878533581275,,,,44.10828424835205,,0.0,0.0,58.82048417386866,,,,,,56.337979738064845,70.04695118194621,-43.66202026193516,,1.5548837100579578,,,,,,,44.46411935153916,-0.8181142322873924,-0.8214791519307596,2.751657752419101,370478.65702070063,,44.10768196353621,,,,617102025.0049851,42.03452301025391,0.3070607553366174
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,42.02265930175781,130756400.0,485348666.9407334,870803600.0,0.2251851680159683,-34975.05072412538,0.1177189895976747,0.0334215957725223,-857572.7499491349,44.33510179462443,67.40726796463844,999.2555751313724,44.1076250076294,44.99031093945988,43.22493907579891,4.002418773070674,0.5863123045293254,0.0,0.0,44.449833679199216,45.02508354187012,43.87458381652832,2.5883105292251845,0.3349974767620051,0.0,0.0,43.02000045776367,45.025001525878906,44.02250099182129,4.545701718848895,0.6184524704194643,0.5545566618806805,0.5440270429524718,,,,44.42354170481364,,44.3141028813955,,1.0709759362843123,0.834720656600247,0.2362552796840655,,,0.1648740768432617,-213.6530653110738,-262.4993881673711,48.84632285629729,44.3962516784668,,,43.670000076293945,,0.0,26.50776282807216,8.789538908565827,61.796991122215736,64.43680536557403,62.66878533581275,,,,44.150001525878906,,0.0,0.0,59.06748224511295,,,,,,56.901264974017096,63.38022720532295,-43.0987350259829,,1.004104586429184,,,,,,,44.46313854508499,0.0225950769112026,0.0225925246081448,2.7748745685157727,265501.6376291827,,44.12218828334545,,,,502477527.10459447,41.820899963378906,0.2513368983957219
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.353302001953125,204420400.0,382640155.2227452,666383200.0,0.1532026760875423,-20617975.25819078,-0.3610218695665297,0.0111767923634961,-3226577.9935261784,44.31086907040989,60.97825762373586,999.2555751313724,44.122500038146974,44.95603803426823,43.28896204202572,3.778289967252986,0.1595837648601677,0.0,0.0,44.40500043233236,45.04000027974446,43.77000058492025,2.860037568875907,-0.1692915995339862,0.0,1.0,43.25,45.025001525878906,44.13750076293945,4.0228942701440165,0.1718310101309675,0.6016011482805032,0.921324748368213,,,,44.36375013987223,,44.19731786966939,,0.9679677433770024,0.8917013301853769,0.0762664131916256,,,0.1499990463256821,-198.06421419528976,-255.3399243926954,57.27571019740563,44.16250038146973,,,43.670000076293945,,0.0,23.0834574016464,19.05986861382335,-66.05325385066868,64.43680536557403,62.66878533581275,,,,,45.025001525878906,0.0,1.0,40.58315606854475,,,,,,14.78265100099735,42.673965237693096,-85.21734899900265,,-1.620642146104912,,,,,,,44.404256036123165,-1.5928559491481753,-1.6056782422488425,1.137818864721618,-126217.23022531276,,44.06817038066262,,,,630153302.8803117,42.51163482666016,0.2779503105590062
2018-01-25,43.62749862670898,43.73749923706055,42.63249969482422,42.77750015258789,40.61510467529297,166116000.0,260120365.2141492,500267200.0,0.0676880927811422,-36123295.27091925,-0.4174118103534388,-0.026649715650032,-6221458.616605244,44.21606689495085,50.52670736779586,981.4178674813824,44.07387504577637,45.083519396125816,43.06423069542692,4.58160009439062,-0.1419958140407515,0.0,1.0,44.29241714477539,44.99516677856445,43.58966751098633,3.173227740053268,-0.5778497201196852,0.0,1.0,42.63249969482422,45.025001525878906,43.82875061035156,5.428390012382092,0.060606205555024,0.6519409876760857,1.5248910755317062,,,,44.2391668955485,,43.978884374733774,,0.8608331210525847,0.9947217327873514,-0.1338886117347667,,,0.1986240386962876,-184.07741071735185,-241.85159261205524,57.77418189470342,43.82875061035156,,,43.670000076293945,,0.0,20.0729910440262,24.452250632077263,-167.20104928905764,64.43680536557403,62.66878533581275,,,,,44.99050148010254,0.0,0.0,29.586769777119105,,,,,,6.060620555502408,25.914845510172285,-93.9393794444976,,-3.376811706590773,,,,,,,44.193815741690806,-1.7850996375621595,-1.801224728653006,-0.6675919732708091,-732163.9361513326,,43.945249406560265,,,,641617794.591105,42.549598693847656,0.2545336787564767
2018-01-26,43.0,43.0,42.51499938964844,42.87749862670898,40.71003723144531,156572000.0,337598505.9094457,656839200.0,0.0714048762427102,-28726115.790775374,-0.1324231982202838,-0.0474836618677931,-2599326.855929384,44.09768977636881,40.53693313304865,983.7120709498706,44.030249977111815,45.16031786263612,42.90018209158751,5.133143173666952,-0.0100363284228723,0.0,1.0,44.14116706848144,44.811166763305664,43.47116737365722,3.03571354959768,-0.443036580116647,0.0,1.0,42.51499938964844,45.025001525878906,43.77000045776367,5.700631128679124,0.144421883881322,0.6352469499436333,1.913211137168206,,,,44.12291685740153,,43.8094404134992,,0.8251533324652933,1.1305072672822942,-0.3053539348170009,,,0.2422491073608412,-169.85078344200292,-228.10829997424676,58.25751653224381,43.77000045776367,,,43.670000076293945,,0.0,18.907441960175483,24.43916184193105,-179.9712384973289,64.43680536557403,62.66878533581275,68.0,96.0,-28.0,,44.896181408691405,0.0,0.0,32.13380665569383,,,,,,14.442188388132198,11.761819981543985,-85.5578116118678,,-3.15094129902626,,,,,,,44.07106208497069,0.2337641838920046,0.23349138048534,-0.4353883803068559,-948774.507478781,,43.84355885609824,,,,637434381.4375958,42.35971832275391,0.3022709475332811
2018-01-27,43.0,43.0,42.51499938964844,42.87749862670898,40.71003723144531,156572000.0,415076646.6047422,813411200.0,0.074932854560057,-24622384.96352175,0.0,-0.0474836618677931,366009.2580033735,43.986168347406206,40.53693313304865,983.7120709498706,43.98662490844727,45.21930490125413,42.75394491564041,5.6047946182392,0.0501158904945141,0.0,0.0,43.97575022379557,44.58975016276042,43.361750284830734,2.792447818809932,-0.3943417803413482,0.0,1.0,42.51499938964844,45.025001525878906,43.77000045776367,5.706284902410059,0.144421883881322,0.6202223159844262,2.235052777572081,-0.0683962109806373,,,44.00666681925456,43.8600959777832,43.66606475399301,43.73446096497365,0.8262676016142432,1.1296755658624342,-0.303407964248191,,,0.060875701904294,-163.8571340579323,-215.05351670315844,51.19638264522612,43.704999923706055,43.670000076293945,43.6875,43.670000076293945,,0.0,17.794701530145925,23.000868734125586,-156.95520180646298,64.43680536557403,62.66878533581275,64.0,92.0,-28.0,,44.75331048754882,0.0,0.0,32.13380665569383,,,,,,14.442188388132198,11.64833244392227,-85.5578116118678,,-3.15094129902626,-0.1563897427143664,,,12.666882807603438,,,43.6633418623811,0.0,0.0,-0.4353883803068559,-918273.7359785,,43.75155311996593,,,,633250968.2840867,42.35971832275391,0.4028268551236749
2018-01-28,43.0,43.0,42.51499938964844,42.87749862670898,40.71003723144531,156572000.0,492554787.3000388,969983200.0,0.1199229578178993,-21104901.39730436,0.0,-0.0474836618677931,0.0,43.88092380800208,40.53693313304865,983.7120709498706,43.95112476348877,45.2658989837882,42.636350543189344,5.982892257590825,0.0917070322023506,0.0,0.0,43.77541681925456,44.391666666666666,43.15916697184245,2.815506474588495,-0.2285342108532056,0.0,1.0,42.51499938964844,45.025001525878906,43.77000045776367,5.71089397538146,0.144421883881322,0.6067001454211398,2.5160574281365062,-0.1262353849933291,,,43.90916665395101,43.85288443932166,43.54474688825701,43.67098227325034,0.8273677585885287,1.128854397908135,-0.3014866393196059,,,0.8238767623901353,-157.85048662820728,-202.63177010311637,44.78128347490906,43.704999923706055,43.77000045776367,43.73750019073486,43.670000076293945,,0.0,16.734109448264512,21.629980932805584,-137.21818128775757,,42.69499969482422,60.0,88.0,-28.0,,44.6190118216748,0.0,0.0,32.13380665569383,0.0430311283495027,,,,,14.442188388132198,14.442188388132198,-85.5578116118678,,-2.6562278618088424,-0.2890600999159382,,,12.409041489303815,,,43.37544959718375,0.0,0.0,-0.4353883803068559,-868187.847269694,,43.66830983489385,,,,629067555.1305776,42.35971832275391,0.3723849372384937
